customerID;gender;SeniorCitizen;Partner;Dependents;Age;tenure;Busines Loan;MultipleBusinessLoans;CreditLine;Online Banking;Mortgage;Stocks;Forex;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn within a month;Satisfactory onboarding form
6075;Male;0;Yes;No;58;1;No;;B;No;No;No;No;A;Yes;Electronic check;23.45;23.45;Yes;4
6076;Female;0;No;No;45;10;Yes;No;B;No;Yes;No;Yes;B;No;Mailed check;64.9;685.55;No;1
6077;Female;0;Yes;Yes;19;65;Yes;No;B;Yes;No;No;No;B;No;Bank transfer (automatic);61.35;3874.1;No;2
6078;Female;0;Yes;No;55;62;Yes;Yes;A;Yes;Yes;Yes;Yes;C;No;Mailed check;113.95;6891.4;No;5
6079;Female;0;Yes;No;52;55;Yes;Yes;B;Yes;Yes;Yes;Yes;B;Yes;Electronic check;90.15;4916.95;No;3
6080;Female;0;Yes;No;36;25;Yes;Yes;B;No;No;No;No;A;No;Electronic check;54.1;1373;No;3
6081;Male;0;No;No;43;1;No;;B;Yes;No;No;No;A;No;Mailed check;29.7;29.7;Yes;5
6082;Male;0;No;No;35;1;Yes;No;B;Yes;No;No;No;A;Yes;Credit card (automatic);49.8;49.8;No;1
6083;Female;0;Yes;No;42;59;Yes;Yes;A;No;No;Yes;Yes;A;No;Electronic check;101.1;6039.9;Yes;4
6084;Male;1;Yes;Yes;62;64;Yes;Yes;No;;No;No online banking;No online banking;C;Yes;Bank transfer (automatic);24.4;1548.65;No;3
6085;Male;0;Yes;No;55;36;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Bank transfer (automatic);95;3440.25;No;5
6086;Female;0;No;No;25;3;Yes;Yes;B;No;No;No;No;A;Yes;Mailed check;50.65;151.3;Yes;5
6087;Male;0;Yes;No;51;61;Yes;Yes;B;Yes;No;No;Yes;C;Yes;Mailed check;69.9;4226.7;No;1
6088;Male;0;No;Yes;39;26;No;;B;No;No;Yes;No;B;Yes;Bank transfer (automatic);39.95;1023.75;No;5
6089;Female;0;No;No;45;1;Yes;No;B;No;No;No;Yes;A;Yes;Electronic check;55.4;55.4;Yes;2
6090;Female;1;Yes;No;98;1;Yes;Yes;A;No;No;Yes;No;A;Yes;Electronic check;90.6;90.6;Yes;2
6091;Male;0;Yes;Yes;54;68;Yes;No;A;Yes;No;Yes;Yes;C;Yes;Credit card (automatic);103.25;7074.4;No;5
6092;Male;1;Yes;No;92;2;Yes;Yes;A;No;No;Yes;No;A;Yes;Mailed check;86.85;156.35;Yes;3
6093;Female;0;Yes;No;36;72;Yes;Yes;A;Yes;Yes;No;No;C;Yes;Bank transfer (automatic);94.25;6849.75;No;2
6094;Female;0;Yes;No;27;71;No;;B;No;Yes;No;Yes;C;Yes;Electronic check;47.05;3263.6;No;2
6095;Male;0;No;No;50;57;Yes;No;No;;No;No online banking;No online banking;C;No;Credit card (automatic);20.55;1252.85;No;1
6096;Male;0;No;No;29;4;Yes;No;No;;No;No online banking;No online banking;A;Yes;Mailed check;19.65;67.55;No;5
6097;Female;1;No;No;76;1;Yes;No;A;No;No;No;No;A;Yes;Electronic check;70.2;70.2;No;5
6098;Male;0;Yes;Yes;23;72;Yes;Yes;B;Yes;Yes;No;Yes;C;No;Credit card (automatic);81;5750;No;1
6099;Male;0;Yes;Yes;55;21;Yes;Yes;B;Yes;No;Yes;Yes;B;Yes;Bank transfer (automatic);75.9;1549.75;No;1
6100;Female;0;Yes;Yes;31;71;Yes;Yes;No;;No;No online banking;No online banking;C;No;Bank transfer (automatic);24.7;1810.55;No;5
6101;Female;1;Yes;No;78;29;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Bank transfer (automatic);99.05;2952.85;Yes;3
6102;Female;1;No;No;61;69;Yes;Yes;A;Yes;Yes;Yes;Yes;C;No;Credit card (automatic);110.25;7467.55;No;2
6103;Female;0;Yes;No;47;64;Yes;Yes;B;Yes;Yes;Yes;Yes;C;Yes;Credit card (automatic);85;5484.4;No;1
6104;Male;0;No;No;28;16;Yes;No;No;;No;No online banking;No online banking;A;No;Credit card (automatic);19.75;294.9;No;4
6105;Female;0;No;No;29;4;Yes;Yes;No;;No;No online banking;No online banking;B;No;Electronic check;23.9;97.5;No;1
6106;Female;0;No;No;36;52;Yes;Yes;A;Yes;Yes;Yes;Yes;B;Yes;Credit card (automatic);111.25;5916.45;Yes;4
6107;Male;0;No;No;58;2;Yes;No;B;Yes;No;No;No;A;Yes;Mailed check;55.1;113.35;Yes;5
6108;Male;0;No;No;31;1;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;19.95;19.95;No;4
6109;Male;0;No;No;23;18;No;;B;No;No;No;No;A;No;Mailed check;25.15;476.8;No;2
6110;Female;0;No;No;45;2;Yes;Yes;B;No;No;No;No;A;No;Mailed check;54.15;101.65;No;2
6111;Female;0;Yes;No;49;19;Yes;No;B;No;No;No;Yes;A;Yes;Mailed check;59.8;1130.85;No;3
6112;Female;0;No;No;22;40;Yes;Yes;A;No;No;No;Yes;A;No;Bank transfer (automatic);83.85;3532.25;No;1
6113;Female;1;Yes;Yes;91;66;Yes;Yes;A;No;No;Yes;Yes;B;Yes;Electronic check;104.9;6891.45;No;4
6114;Male;0;No;No;30;21;Yes;Yes;A;No;No;No;No;A;No;Mailed check;75.3;1570.7;No;3
6115;Male;0;No;No;55;8;Yes;No;B;No;Yes;Yes;No;A;Yes;Electronic check;66.65;520.95;No;3
6116;Female;0;Yes;Yes;53;72;Yes;No;A;Yes;Yes;Yes;Yes;C;Yes;Credit card (automatic);109.5;7854.9;No;5
6117;Female;0;No;No;19;48;Yes;Yes;B;No;Yes;Yes;No;B;Yes;Bank transfer (automatic);73.85;3581.4;No;2
6118;Male;0;No;No;45;69;Yes;No;No;;No;No online banking;No online banking;C;Yes;Bank transfer (automatic);19.3;1447.9;No;4
6119;Male;0;No;No;19;72;Yes;Yes;A;Yes;Yes;Yes;Yes;C;Yes;Electronic check;118.2;8547.15;No;2
6120;Female;0;No;No;36;14;Yes;No;B;No;No;No;No;B;No;Credit card (automatic);51.45;727.85;No;1
6121;Male;0;No;No;19;6;Yes;No;B;No;No;Yes;No;A;No;Electronic check;59.45;357.6;No;3
6122;Female;0;Yes;Yes;36;8;Yes;No;No;;No;No online banking;No online banking;C;No;Bank transfer (automatic);19.5;159.35;No;1
6123;Female;0;No;No;54;17;Yes;No;No;;No;No online banking;No online banking;B;No;Mailed check;19.55;280.85;No;4
6124;Male;0;No;No;35;65;Yes;Yes;A;Yes;Yes;No;Yes;B;No;Electronic check;93.55;6069.25;No;4
6125;Female;0;Yes;Yes;57;57;Yes;No;B;Yes;Yes;No;No;B;Yes;Mailed check;59.3;3274.35;No;1
6126;Male;0;Yes;No;24;13;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Credit card (automatic);102.25;1359;Yes;4
6127;Male;1;No;No;67;19;Yes;No;A;No;No;Yes;Yes;A;Yes;Credit card (automatic);95.9;1777.9;Yes;5
6128;Female;0;Yes;No;44;56;Yes;Yes;A;Yes;No;Yes;Yes;B;No;Bank transfer (automatic);109.8;6109.65;No;4
6129;Female;0;Yes;No;43;14;Yes;No;A;No;No;No;Yes;A;Yes;Electronic check;78.1;1122.4;No;2
6130;Male;0;Yes;No;36;52;No;;B;Yes;No;No;Yes;A;Yes;Electronic check;39.9;2020.9;No;1
6131;Female;0;No;No;26;58;Yes;No;B;Yes;Yes;No;No;C;Yes;Credit card (automatic);64.9;3795.45;No;2
6132;Female;1;No;No;64;47;Yes;Yes;A;No;Yes;Yes;No;A;Yes;Electronic check;95.05;4504.55;Yes;3
6133;Female;0;No;No;20;67;No;;B;No;Yes;Yes;Yes;A;Yes;Credit card (automatic);53.4;3579.15;No;5
6134;Male;0;No;No;52;2;No;;B;No;No;No;No;A;Yes;Credit card (automatic);24.9;49.7;No;4
6135;Male;1;No;No;77;6;Yes;No;B;No;No;No;No;A;No;Credit card (automatic);44.7;276.5;No;4
6136;Male;0;Yes;Yes;22;71;Yes;Yes;A;Yes;Yes;Yes;Yes;C;Yes;Bank transfer (automatic);114;8175.9;No;3
6137;Female;0;Yes;Yes;27;46;Yes;No;No;;No;No online banking;No online banking;C;No;Bank transfer (automatic);20.25;890.35;No;4
6138;Female;0;No;No;50;5;Yes;No;B;Yes;Yes;No;No;A;No;Credit card (automatic);53.85;259.8;Yes;5
6139;Male;1;Yes;No;97;67;Yes;Yes;A;Yes;No;No;No;A;No;Bank transfer (automatic);83.85;5588.8;No;1
6140;Male;0;No;Yes;28;3;Yes;No;No;;No;No online banking;No online banking;A;No;Bank transfer (automatic);20.2;50.6;No;5
6141;Female;0;No;No;44;3;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;19.95;58;No;2
6142;Male;1;Yes;No;86;52;Yes;Yes;A;Yes;No;Yes;Yes;A;Yes;Electronic check;104.2;5568.35;Yes;2
6143;Female;0;Yes;No;20;42;Yes;Yes;B;No;No;No;No;A;Yes;Electronic check;50.25;2203.65;Yes;1
6144;Male;0;Yes;Yes;39;50;Yes;No;No;;No;No online banking;No online banking;B;Yes;Mailed check;20.35;938.95;No;5
6145;Male;1;Yes;No;61;23;Yes;No;A;Yes;No;No;Yes;A;Yes;Electronic check;90;2024.1;No;5
6146;Female;0;Yes;Yes;41;67;No;;B;Yes;Yes;Yes;No;C;No;Credit card (automatic);54.2;3623.95;No;3
6147;Female;0;No;No;24;25;Yes;No;A;No;No;Yes;Yes;A;Yes;Electronic check;99.5;2369.05;Yes;4
6148;Female;1;Yes;No;68;39;Yes;No;A;Yes;No;Yes;Yes;B;No;Mailed check;99.1;3877.95;No;3
6149;Female;0;No;No;52;69;Yes;Yes;B;Yes;Yes;No;No;C;Yes;Mailed check;66.9;4577.9;No;2
6150;Female;0;No;No;56;1;No;;B;No;No;No;No;B;No;Mailed check;25.85;25.85;No;1
6151;Male;0;No;No;37;32;Yes;No;A;No;No;Yes;Yes;A;No;Electronic check;91.05;2871.5;No;4
6152;Female;0;No;No;36;9;Yes;No;A;No;No;No;No;A;No;Electronic check;71;672.55;Yes;3
6153;Female;0;No;No;28;16;Yes;No;A;No;No;No;Yes;A;Yes;Credit card (automatic);93.2;1573.7;Yes;3
6154;Male;0;Yes;Yes;57;60;Yes;No;No;;No;No online banking;No online banking;C;Yes;Bank transfer (automatic);20.95;1270.55;No;3
6155;Female;0;Yes;Yes;56;72;Yes;Yes;A;No;Yes;Yes;Yes;C;Yes;Bank transfer (automatic);109.2;7711.45;No;1
6156;Male;0;Yes;No;23;5;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;19.35;126.05;Yes;4
6157;Female;1;No;No;79;26;Yes;No;A;Yes;No;Yes;No;A;Yes;Credit card (automatic);85.8;2193.65;No;1
6158;Male;0;No;No;36;3;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;19.85;64.55;Yes;5
6159;Male;0;No;No;43;2;Yes;No;No;;No;No online banking;No online banking;A;Yes;Electronic check;19.65;31.2;No;4
6160;Female;0;No;Yes;18;2;Yes;No;No;;No;No online banking;No online banking;B;No;Bank transfer (automatic);20.5;38.25;No;4
6161;Female;0;No;No;37;36;Yes;Yes;B;Yes;Yes;Yes;Yes;B;Yes;Credit card (automatic);89.65;3348.1;No;1
6162;Male;0;No;No;20;7;Yes;No;A;Yes;No;No;No;A;No;Mailed check;74.35;533.6;No;5
6163;Female;1;Yes;No;65;60;No;;B;No;No;Yes;Yes;C;Yes;Credit card (automatic);49.45;2907.55;No;2
6164;Female;0;Yes;No;20;19;Yes;Yes;A;No;No;No;Yes;A;Yes;Electronic check;89.1;1620.8;No;2
6165;Male;1;Yes;No;63;45;Yes;Yes;B;Yes;Yes;No;Yes;C;No;Credit card (automatic);75.15;3480.35;No;1
6166;Male;1;No;No;60;4;Yes;No;A;No;No;No;No;A;Yes;Electronic check;70.65;293.85;No;1
6167;Female;0;Yes;Yes;59;31;Yes;Yes;A;No;Yes;Yes;Yes;A;Yes;Electronic check;104.2;3243.45;Yes;4
6168;Male;0;Yes;Yes;49;47;Yes;No;A;Yes;No;No;Yes;A;No;Electronic check;90.05;4137.2;No;5
6169;Male;0;No;No;33;1;Yes;No;A;No;No;No;Yes;A;Yes;Electronic check;79.25;79.25;Yes;3
6170;Female;0;No;No;56;1;Yes;No;B;No;No;No;No;A;Yes;Bank transfer (automatic);44.9;44.9;Yes;4
6171;Female;0;No;No;27;1;Yes;No;No;;No;No online banking;No online banking;A;No;Credit card (automatic);19.4;19.4;No;3
6172;Female;1;Yes;Yes;91;59;Yes;Yes;A;No;No;No;Yes;A;Yes;Credit card (automatic);88.75;5348.65;No;1
6173;Male;0;Yes;No;49;10;Yes;No;A;No;No;No;No;A;Yes;Electronic check;70.1;659.65;Yes;4
6174;Male;1;No;No;60;35;Yes;Yes;A;Yes;No;No;Yes;A;No;Credit card (automatic);91;3180.5;No;1
6175;Male;0;No;No;57;4;No;;B;No;No;No;No;A;Yes;Electronic check;29.65;118.5;Yes;3
6176;Male;0;Yes;Yes;43;32;Yes;No;A;Yes;No;No;Yes;B;Yes;Electronic check;90.8;3023.85;No;1
6177;Male;0;No;No;54;43;Yes;Yes;A;No;No;No;No;A;Yes;Electronic check;77.85;3365.85;Yes;3
6178;Male;0;No;No;19;4;Yes;No;B;No;No;No;Yes;A;No;Electronic check;54.3;195.3;Yes;4
6179;Female;1;Yes;No;78;54;Yes;No;No;;No;No online banking;No online banking;C;Yes;Mailed check;18.95;1031.1;No;3
6180;Female;1;No;No;90;11;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Bank transfer (automatic);95.15;997.65;Yes;1
6181;Female;1;No;No;60;66;Yes;Yes;A;Yes;No;Yes;Yes;C;Yes;Bank transfer (automatic);102.4;6471.85;No;5
6182;Male;0;Yes;Yes;18;61;Yes;Yes;A;No;No;Yes;Yes;B;Yes;Electronic check;99.9;6241.35;No;5
6183;Male;0;Yes;Yes;21;72;Yes;Yes;B;Yes;Yes;Yes;Yes;C;No;Credit card (automatic);88.7;6501.35;No;2
6184;Male;0;Yes;Yes;32;44;No;;B;No;Yes;Yes;Yes;B;Yes;Electronic check;54.3;2317.1;No;5
6185;Male;0;No;No;21;41;Yes;Yes;B;No;No;No;No;A;Yes;Bank transfer (automatic);55.7;2237.55;No;2
6186;Male;0;Yes;No;33;50;Yes;Yes;A;Yes;No;Yes;Yes;B;Yes;Electronic check;103.95;5231.3;No;5
6187;Male;0;Yes;No;36;47;Yes;Yes;A;Yes;Yes;Yes;Yes;B;Yes;Credit card (automatic);110.85;5275.8;Yes;5
6188;Male;0;Yes;Yes;42;8;Yes;No;No;;No;No online banking;No online banking;C;No;Mailed check;20.15;165.5;No;2
6189;Male;0;No;No;46;18;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;20.05;358.5;No;5
6190;Male;0;Yes;Yes;57;72;Yes;Yes;B;Yes;Yes;Yes;Yes;C;Yes;Credit card (automatic);91.95;6614.9;No;1
6191;Male;0;No;No;36;1;Yes;No;A;No;No;No;Yes;A;No;Electronic check;80.5;80.5;Yes;4
6192;Female;1;No;No;73;42;Yes;Yes;B;No;No;No;No;A;No;Electronic check;55.65;2421.75;No;2
6193;Female;1;No;No;81;18;Yes;No;A;No;No;No;No;A;Yes;Electronic check;74.7;1294.6;No;2
6194;Female;0;No;Yes;26;13;Yes;Yes;A;No;No;Yes;Yes;B;Yes;Credit card (automatic);104.15;1299.1;No;2
6195;Female;0;Yes;Yes;56;68;Yes;Yes;A;No;Yes;No;No;B;Yes;Bank transfer (automatic);83.65;5733.4;No;3
6196;Male;0;No;No;59;4;Yes;Yes;A;No;No;No;No;A;Yes;Bank transfer (automatic);72.2;305.55;Yes;4
6197;Male;0;No;No;44;69;Yes;Yes;A;Yes;No;Yes;Yes;C;Yes;Credit card (automatic);110.05;7430.75;No;1
6198;Male;0;No;No;45;17;Yes;No;B;No;Yes;No;No;A;No;Mailed check;51.5;900.5;Yes;4
6199;Male;0;Yes;Yes;50;25;Yes;Yes;No;;No;No online banking;No online banking;C;No;Credit card (automatic);25.5;630.6;No;1
6200;Male;1;No;No;88;43;Yes;No;A;No;No;Yes;Yes;A;Yes;Mailed check;89.55;3856.75;Yes;2
6201;Female;0;Yes;Yes;40;59;Yes;No;No;;No;No online banking;No online banking;C;No;Credit card (automatic);19.5;1222.65;No;2
6202;Female;1;No;No;72;5;Yes;No;A;Yes;No;No;No;A;No;Electronic check;80.7;374.8;No;5
6203;Male;0;Yes;Yes;32;21;Yes;Yes;B;Yes;Yes;Yes;No;B;No;Mailed check;77.5;1625;Yes;2
6204;Female;0;Yes;Yes;27;69;Yes;Yes;A;Yes;Yes;Yes;No;B;Yes;Credit card (automatic);105.1;7234.8;No;2
6205;Male;0;No;No;21;13;No;;B;No;No;No;No;A;Yes;Bank transfer (automatic);25.15;331.85;No;1
6206;Male;0;Yes;No;41;42;Yes;Yes;A;No;No;Yes;No;A;Yes;Bank transfer (automatic);95.25;3959.35;Yes;3
6207;Male;0;Yes;No;19;52;Yes;Yes;A;No;Yes;No;Yes;A;Yes;Credit card (automatic);95.65;5088.4;No;4
6208;Male;1;No;No;86;46;Yes;No;A;Yes;No;No;Yes;A;No;Electronic check;85;3969.4;Yes;4
6209;Male;0;Yes;No;41;61;Yes;Yes;B;Yes;Yes;No;Yes;C;Yes;Bank transfer (automatic);80.8;4860.85;No;4
6210;Male;0;No;No;24;29;No;;B;No;No;No;No;B;Yes;Mailed check;24.85;788.05;No;2
6211;Female;0;No;Yes;47;25;Yes;No;B;No;Yes;No;No;B;Yes;Credit card (automatic);54.75;1266.35;No;5
6212;Female;0;Yes;Yes;39;5;Yes;No;A;No;Yes;Yes;No;A;Yes;Electronic check;85.75;470.95;Yes;4
6213;Male;0;No;No;49;15;No;;B;No;No;Yes;Yes;B;No;Electronic check;50.75;688.2;No;3
6214;Female;0;Yes;Yes;29;19;Yes;No;No;;No;No online banking;No online banking;C;No;Mailed check;20.15;387.7;No;4
6215;Male;0;No;No;52;44;Yes;No;No;;No;No online banking;No online banking;C;No;Mailed check;20.05;845.25;No;5
6216;Female;1;No;No;62;6;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Electronic check;98.25;560.6;Yes;5
6217;Male;0;Yes;Yes;30;58;Yes;Yes;B;Yes;Yes;No;No;C;No;Credit card (automatic);71.6;4230.25;No;3
6218;Male;0;Yes;Yes;55;62;Yes;No;A;Yes;No;No;No;B;Yes;Credit card (automatic);81.45;4983.05;No;5
6219;Female;0;Yes;Yes;35;70;No;;B;No;Yes;Yes;Yes;B;Yes;Bank transfer (automatic);58.4;4113.15;No;4
6220;Female;1;No;No;94;1;No;;B;No;No;No;No;A;Yes;Mailed check;25.7;25.7;Yes;4
6221;Male;0;Yes;Yes;21;10;No;;B;Yes;Yes;No;Yes;C;No;Credit card (automatic);53.7;521;No;1
6222;Male;0;No;No;19;26;Yes;No;No;;No;No online banking;No online banking;B;Yes;Bank transfer (automatic);19.6;471.85;No;4
6223;Male;0;No;No;45;66;Yes;Yes;A;No;No;No;Yes;A;No;Credit card (automatic);89.4;5976.9;No;5
6224;Female;0;Yes;Yes;29;7;Yes;No;A;No;No;No;No;A;Yes;Electronic check;69;506.9;Yes;1
6225;Male;0;Yes;Yes;54;51;Yes;Yes;A;No;Yes;No;No;B;No;Bank transfer (automatic);84.2;4299.75;No;3
6226;Male;0;Yes;Yes;28;72;Yes;Yes;A;Yes;Yes;Yes;No;C;Yes;Credit card (automatic);106.1;7548.6;No;2
6227;Male;0;No;No;38;65;Yes;Yes;No;;No;No online banking;No online banking;C;No;Mailed check;25.75;1654.75;No;2
6228;Male;0;No;No;43;2;Yes;No;B;No;No;No;No;A;No;Bank transfer (automatic);46.05;80.35;Yes;4
6229;Male;0;No;Yes;58;70;Yes;Yes;B;Yes;Yes;No;No;B;No;Bank transfer (automatic);64.95;4551.5;No;1
6230;Male;0;Yes;No;36;72;Yes;Yes;B;No;Yes;Yes;Yes;C;Yes;Credit card (automatic);85.45;6227.5;No;5
6231;Female;0;Yes;Yes;44;1;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;20.05;20.05;No;5
6232;Female;1;Yes;No;84;1;Yes;No;A;No;No;No;No;A;Yes;Mailed check;76.4;76.4;Yes;1
6233;Female;0;No;No;20;5;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Electronic check;100.5;514;Yes;1
6234;Male;0;No;No;19;3;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;20.7;57.5;No;2
6235;Male;0;No;No;31;58;Yes;Yes;No;;No;No online banking;No online banking;C;Yes;Credit card (automatic);25.3;1474.35;No;3
6236;Male;1;Yes;Yes;92;22;No;;B;Yes;No;No;Yes;A;No;Mailed check;40.05;880.2;Yes;1
6237;Male;1;Yes;No;98;33;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Bank transfer (automatic);100.6;3270.25;No;5
6238;Male;0;No;No;53;1;Yes;No;A;No;No;No;No;A;No;Electronic check;69.95;69.95;Yes;2
6239;Male;1;Yes;No;68;54;Yes;Yes;A;No;No;No;No;A;No;Bank transfer (automatic);74;3919.15;No;5
6240;Male;0;Yes;No;35;72;Yes;Yes;A;No;No;Yes;Yes;C;Yes;Electronic check;99.4;7285.7;No;3
6241;Male;0;No;Yes;26;1;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Electronic check;93.3;93.3;Yes;2
6242;Male;0;No;No;28;3;Yes;No;B;No;No;No;No;A;Yes;Electronic check;49.15;169.05;Yes;2
6243;Female;0;Yes;Yes;22;72;Yes;Yes;A;Yes;Yes;No;Yes;C;No;Credit card (automatic);107.45;7658.3;No;4
6244;Female;0;Yes;Yes;53;72;Yes;Yes;B;Yes;No;Yes;Yes;C;Yes;Credit card (automatic);83.6;5959.3;No;3
6245;Male;1;Yes;No;94;54;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Credit card (automatic);99.05;5295.7;No;3
6246;Female;0;Yes;No;36;59;Yes;Yes;B;No;Yes;Yes;Yes;B;Yes;Electronic check;80.1;4693.2;No;1
6247;Male;0;No;No;45;54;Yes;No;B;Yes;No;Yes;No;C;Yes;Bank transfer (automatic);65.3;3512.9;No;1
6248;Male;0;No;No;56;60;Yes;Yes;A;No;No;Yes;No;C;Yes;Electronic check;89.55;5231.2;No;3
6249;Female;0;Yes;No;26;60;No;;B;No;Yes;Yes;Yes;C;No;Credit card (automatic);60.8;3603.45;No;4
6250;Male;0;No;No;46;3;Yes;Yes;A;No;No;No;No;A;No;Electronic check;74.5;217.45;No;1
6251;Female;0;Yes;No;43;69;Yes;Yes;A;Yes;No;Yes;Yes;C;No;Bank transfer (automatic);99.15;6875.35;No;4
6252;Female;0;Yes;Yes;35;1;Yes;No;No;;No;No online banking;No online banking;A;No;Electronic check;19.25;19.25;No;1
6253;Male;0;Yes;Yes;31;50;No;;B;Yes;No;Yes;No;A;Yes;Credit card (automatic);39.45;2021.35;No;4
6254;Female;0;No;No;47;56;No;;B;No;No;Yes;Yes;A;Yes;Credit card (automatic);44.85;2564.95;No;4
6255;Female;0;Yes;No;34;60;Yes;No;A;Yes;Yes;Yes;Yes;C;Yes;Electronic check;97.2;5611.75;No;3
6256;Male;1;Yes;No;93;69;Yes;Yes;A;Yes;Yes;Yes;Yes;B;Yes;Mailed check;110.55;7610.1;No;1
6257;Female;0;No;No;37;1;No;;B;No;No;No;Yes;A;No;Mailed check;35.05;35.05;Yes;2
6258;Female;1;No;No;81;1;Yes;No;A;No;No;No;No;A;Yes;Electronic check;73;73;Yes;3
6259;Female;0;Yes;No;34;3;Yes;No;No;;No;No online banking;No online banking;A;Yes;Mailed check;19.9;45.75;No;1
6260;Male;0;Yes;Yes;45;60;Yes;No;B;No;Yes;Yes;Yes;C;No;Bank transfer (automatic);76.95;4543.95;No;1
6261;Female;0;No;No;22;13;No;;B;No;Yes;No;No;C;No;Mailed check;35.4;450.4;No;1
6262;Male;0;Yes;Yes;33;62;Yes;No;No;;No;No online banking;No online banking;C;No;Bank transfer (automatic);20.45;1297.35;No;2
6263;Female;0;No;No;51;45;Yes;Yes;A;Yes;No;No;Yes;B;No;Bank transfer (automatic);96.75;4442.75;No;1
6264;Female;0;No;No;52;25;No;;B;No;Yes;Yes;Yes;B;No;Electronic check;54.2;1423.15;No;1
6265;Male;0;No;No;25;44;Yes;No;A;No;Yes;Yes;Yes;C;No;Bank transfer (automatic);100.1;4378.35;No;2
6266;Female;0;No;No;23;2;Yes;No;B;No;No;No;No;A;Yes;Mailed check;45.25;74.2;No;5
6267;Male;1;No;No;89;33;Yes;Yes;A;No;No;No;No;A;Yes;Credit card (automatic);83.85;2716.3;Yes;5
6268;Female;0;No;No;38;1;Yes;No;A;No;No;No;No;A;Yes;Electronic check;70.1;70.1;Yes;4
6269;Female;0;No;No;18;22;Yes;No;No;;No;No online banking;No online banking;B;No;Bank transfer (automatic);20.85;450.65;No;4
6270;Female;0;No;No;27;35;No;;B;No;Yes;No;No;A;Yes;Mailed check;33.45;1175.85;No;2
6271;Female;0;Yes;Yes;20;29;Yes;No;No;;No;No online banking;No online banking;C;No;Mailed check;20.2;558.8;No;2
6272;Male;1;Yes;No;79;27;Yes;Yes;A;Yes;No;No;No;B;Yes;Electronic check;85.9;2220.1;No;5
6273;Male;0;No;Yes;58;54;Yes;No;B;No;Yes;No;No;B;Yes;Electronic check;61;3283.05;No;4
6274;Female;1;No;No;100;2;Yes;No;A;No;No;No;No;A;Yes;Electronic check;70.65;142.35;Yes;3
6275;Male;0;No;No;59;57;Yes;Yes;A;No;No;Yes;No;B;Yes;Electronic check;86.9;4939.25;No;2
6276;Male;0;No;No;31;62;Yes;Yes;B;Yes;Yes;No;No;C;No;Bank transfer (automatic);69.4;4237.5;No;5
6277;Female;0;Yes;Yes;26;15;Yes;No;No;;No;No online banking;No online banking;B;No;Credit card (automatic);20.35;335.95;No;5
6278;Male;0;No;No;49;2;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;20.35;33.2;Yes;1
6279;Female;0;Yes;No;46;70;Yes;Yes;A;No;Yes;Yes;Yes;C;Yes;Bank transfer (automatic);104.3;7188.5;No;2
6280;Female;0;Yes;Yes;18;21;Yes;No;B;No;No;No;No;A;Yes;Electronic check;44.95;926.25;No;5
6281;Female;0;No;Yes;22;23;Yes;No;B;No;Yes;No;No;B;Yes;Electronic check;49.45;1119.35;No;2
6282;Male;0;No;No;24;6;Yes;No;No;;No;No online banking;No online banking;B;No;Mailed check;20.6;116.6;No;1
6283;Male;0;Yes;Yes;37;4;Yes;No;No;;No;No online banking;No online banking;C;No;Credit card (automatic);19.55;68.8;No;1
6284;Female;0;No;No;18;3;Yes;No;A;Yes;No;Yes;Yes;A;Yes;Credit card (automatic);99;287.4;Yes;4
6285;Female;0;No;No;18;23;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Electronic check;93.5;2341.55;No;3
6286;Male;0;No;No;19;26;No;;B;Yes;Yes;Yes;Yes;B;No;Credit card (automatic);54.55;1362.85;No;2
6287;Female;0;No;Yes;18;8;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;20.05;163.6;No;3
6288;Male;0;No;No;35;26;Yes;Yes;A;No;No;No;Yes;A;Yes;Electronic check;83.95;2254.2;Yes;4
6289;Male;0;No;No;29;2;Yes;Yes;A;No;No;No;No;A;Yes;Electronic check;79.45;145.15;No;2
6290;Male;0;No;No;49;67;Yes;Yes;A;Yes;Yes;Yes;Yes;C;No;Credit card (automatic);116.2;7752.3;Yes;2
6291;Female;0;Yes;No;29;71;Yes;Yes;A;No;No;Yes;Yes;C;Yes;Bank transfer (automatic);93.7;6585.35;Yes;5
